period,as_of,family,core_correction,policy,n_errors,error_end,status,fallback_used,quantile_weights,error_start,validation_rows,training_last_release,eligible_error_months,feature_columns
2023-09,2023-10-09 23:59:00,CATEGORY,-0.007427520485940029,hard,55,2023-08,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,11,2023-09-11 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2023-10,2023-11-09 23:59:00,BASE_LEGACY,-0.028760388984861412,hard,102,2023-09,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2015-04,12,2023-10-10 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2023-10,2023-11-09 23:59:00,BASE_MATCHED,-0.12807238817152403,hard,56,2023-09,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,11,2023-10-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2023-10,2023-11-09 23:59:00,CATEGORY,0.056827603034613275,hard,56,2023-09,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,11,2023-10-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2023-11,2023-12-10 23:59:00,BASE_LEGACY,-0.07096112394954975,hard,103,2023-10,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2015-04,12,2023-11-10 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2023-11,2023-12-10 23:59:00,BASE_MATCHED,-0.02804057277945257,hard,57,2023-10,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,11,2023-11-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2023-11,2023-12-10 23:59:00,CATEGORY,0.13912728146228967,hard,57,2023-10,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,11,2023-11-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2023-12,2024-01-10 23:59:00,BASE_LEGACY,-0.05284462387941703,hard,104,2023-11,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2015-04,12,2023-12-11 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2023-12,2024-01-10 23:59:00,BASE_MATCHED,-0.08546958561592581,hard,58,2023-11,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,11,2023-12-11 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2023-12,2024-01-10 23:59:00,CATEGORY,-0.01575543331351005,hard,58,2023-11,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,11,2023-12-11 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-01,2024-02-14 23:59:00,BASE_LEGACY,-0.16719888085642623,hard,105,2023-12,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2015-04,12,2024-01-11 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-01,2024-02-14 23:59:00,BASE_MATCHED,-0.1485002292076163,hard,59,2023-12,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,11,2024-01-11 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-01,2024-02-14 23:59:00,CATEGORY,-0.048810035624686846,hard,59,2023-12,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,11,2024-01-11 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-02,2024-03-10 23:59:00,BASE_LEGACY,-0.04566219589991832,hard,106,2024-01,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2015-04,12,2024-02-15 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-02,2024-03-10 23:59:00,BASE_MATCHED,-0.05910344904329374,hard,60,2024-01,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,12,2024-02-15 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-02,2024-03-10 23:59:00,CATEGORY,0.0035794066520144327,hard,60,2024-01,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,12,2024-02-15 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-03,2024-04-09 23:59:00,BASE_LEGACY,-0.001166409914393113,hard,107,2024-02,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2015-04,12,2024-03-11 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-03,2024-04-09 23:59:00,BASE_MATCHED,-0.055138694585056575,hard,61,2024-02,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,12,2024-03-11 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-03,2024-04-09 23:59:00,CATEGORY,-0.02222518936863782,hard,61,2024-02,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,12,2024-03-11 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-04,2024-05-12 23:59:00,BASE_LEGACY,-0.06741298156621467,hard,108,2024-03,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2015-04,12,2024-04-10 09:00:00,2015-04|2015-05|2015-06|2015-07|2015-08|2015-09|2015-10|2015-11|2015-12|2016-01|2016-02|2016-03|2016-04|2016-05|2016-06|2016-07|2016-08|2016-09|2016-10|2016-11|2016-12|2017-01|2017-02|2017-03|2017-04|2017-05|2017-06|2017-07|2017-08|2017-09|2017-10|2017-11|2017-12|2018-01|2018-02|2018-03|2018-04|2018-05|2018-06|2018-07|2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-04,2024-05-12 23:59:00,BASE_MATCHED,0.015462081351160586,hard,62,2024-03,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,12,2024-04-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
2024-04,2024-05-12 23:59:00,CATEGORY,0.0027826330021853375,hard,62,2024-03,ok,False,"{0.1: 0.15, 0.25: 0.35, 0.5: 0.35, 0.75: 0.15, 0.9: 0.0}",2019-02,12,2024-04-10 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03,eurczk_mm|services_l1|import_l2|core_l1|core_l2|core_l12|state|eurczk_mm_x_state|import_l2_x_state|mon_2|mon_3|mon_4|mon_5|mon_6|mon_7|mon_8|mon_9|mon_10|mon_11|mon_12
