period,candidate,reference,weighted_core_squared_gain,cross_term_gain,headline_squared_gain
2023-05,R9_HALF,R9_BASE,0.017778807340215023,-0.030152971794843043,-0.01237416445462802
2023-06,R9_HALF,R9_BASE,-0.026804042432193274,-0.0234937143968529,-0.05029775682904618
2023-07,R9_HALF,R9_BASE,-0.0025227262621566973,-0.0034707194999023055,-0.005993445762059001
2023-08,R9_HALF,R9_BASE,0.0012730089403326927,0.00021907815550385276,0.0014920870958365362
2023-09,R9_HALF,R9_BASE,0.011640450150909705,0.011692769415826533,0.02333321956673623
2023-10,R9_HALF,R9_BASE,0.003159553101819333,-0.00019741067911611365,0.0029621424227032137
2023-11,R9_HALF,R9_BASE,0.003676968194832389,-0.005685702700672735,-0.002008734505840346
2023-12,R9_HALF,R9_BASE,0.0046205922270079886,0.0029504811081290327,0.007571073335137013
2024-01,R9_HALF,R9_BASE,0.002813111790721192,-0.05735168637463634,-0.054538574583915145
2024-02,R9_HALF,R9_BASE,-0.004363385931924483,0.0034657645627184305,-0.0008976213692060498
2024-03,R9_HALF,R9_BASE,1.0310156063438134e-05,3.990469391812299e-05,5.0214849981560644e-05
2024-04,R9_HALF,R9_BASE,0.006981286152758101,-0.013437071901728121,-0.006455785748970027
2024-05,R9_HALF,R9_BASE,0.00012201141162085511,-0.004934892441960128,-0.004812881030339271
2024-06,R9_HALF,R9_BASE,-0.0073548340797696295,-0.01580824077063838,-0.023163074850408014
2024-07,R9_HALF,R9_BASE,0.020430824749663568,0.014335120350835178,0.03476594510049874
2024-08,R9_HALF,R9_BASE,0.0035653825631299704,-0.014558600400761687,-0.010993217837631727
2024-09,R9_HALF,R9_BASE,0.0226743637922499,-0.03883049181621193,-0.016156128023962036
2024-10,R9_HALF,R9_BASE,0.008465989900907446,-0.002601699222538575,0.005864290678368869
2024-11,R9_HALF,R9_BASE,-0.0005824842241246948,0.0013874647064247255,0.0008049804823000307
2024-12,R9_HALF,R9_BASE,0.003110745041497259,0.016511680634246455,0.01962242567574371
2025-01,R9_HALF,R9_BASE,0.0038470286465601498,0.0020551230065224044,0.005902151653082555
2025-02,R9_HALF,R9_BASE,0.001519881872297929,-0.006307819213662468,-0.00478793734136454
2025-03,R9_HALF,R9_BASE,0.0021233541384910147,-0.004245613551472308,-0.0021222594129812937
2025-04,R9_HALF,R9_BASE,0.0009744217131885467,0.008827288041845275,0.009801709755033819
2025-05,R9_HALF,R9_BASE,0.00359020372660826,0.0067325099596170866,0.010322713686225352
2025-06,R9_HALF,R9_BASE,0.0005894630440793089,0.00020224100847196787,0.0007917040525512774
2025-07,R9_HALF,R9_BASE,0.0028326954321003946,-0.005950596466751864,-0.0031179010346514694
2025-08,R9_HALF,R9_BASE,-0.0008201744330166677,0.0013210104756550141,0.0005008360426383466
2025-09,R9_HALF,R9_BASE,0.007252340763046707,0.001170329499661089,0.008422670262707797
2025-10,R9_HALF,R9_BASE,0.0032833986214671636,0.018510854570725988,0.021794253192193157
2025-11,R9_HALF,R9_BASE,-0.001253976943921498,-0.00790652428636142,-0.00916050123028292
2025-12,R9_HALF,R9_BASE,-0.0003127245987956384,0.00025426703115284736,-5.8457567642790614e-05
2026-01,R9_HALF,R9_BASE,-3.470498435240236e-05,0.00020969234686942967,0.0001749873625170274
2026-02,R9_HALF,R9_BASE,0.0015854700252979203,-0.008358758308369664,-0.0067732882830717454
2026-03,R9_HALF,R9_BASE,-0.0011204776440148939,0.0007591919227385811,-0.0003612857212763126
2026-04,R9_HALF,R9_BASE,0.0017616186361893306,-0.0024973949256179083,-0.0007357762894285778
2026-05,R9_HALF,R9_BASE,-0.001547814338526954,-0.008176908874896626,-0.009724723213423575
2026-06,R9_HALF,R9_BASE,0.0014607938156651142,0.009743974172076378,0.01120476798774149
2026-07,R9_HALF,R9_BASE,0.01156624271316162,0.003972027576098723,0.015538270289260343
2019-02,R9_FULL,R9_BASE,-0.005077695889711596,-0.011223205517496348,-0.016300901407207948
2019-03,R9_FULL,R9_BASE,0.0013946215128510216,-0.0033496553484114976,-0.001955033835560477
2019-04,R9_FULL,R9_BASE,-0.0045425224290842284,-0.05681823843842189,-0.06136076086750611
2019-05,R9_FULL,R9_BASE,-0.0011256338932511681,0.03069654685078526,0.029570912957534112
2019-06,R9_FULL,R9_BASE,-0.02433922819275245,-0.0011835287647759148,-0.025522756957528366
2019-07,R9_FULL,R9_BASE,0.0035534657483695144,-0.0043436596421792635,-0.0007901938938097491
2019-08,R9_FULL,R9_BASE,-0.0025578280266511924,0.00333481942994914,0.0007769914032979472
2019-09,R9_FULL,R9_BASE,0.004828039531390202,0.0017640392558891922,0.006592078787279382
2019-10,R9_FULL,R9_BASE,0.035587942237290955,0.012334075219192287,0.04792201745648325
2019-11,R9_FULL,R9_BASE,-0.009248267928204646,0.021760504936333757,0.012512237008129113
2019-12,R9_FULL,R9_BASE,-6.11044180578869e-07,-6.80535088798905e-05,-6.866455306046848e-05
2020-01,R9_FULL,R9_BASE,0.02198554360501962,0.036465051512512475,0.05845059511753209
2020-02,R9_FULL,R9_BASE,0.012000293527431566,-0.013576528314460688,-0.0015762347870291243
2020-03,R9_FULL,R9_BASE,-0.001829670672188581,0.003480726030906718,0.0016510553587181336
