period,candidate,reference,weighted_core_squared_gain,cross_term_gain,headline_squared_gain
2020-04,R9_FULL,R9_BASE,0.00010343664779456348,0.0006707039184139805,0.0007741405662085431
2020-05,R9_FULL,R9_BASE,-0.004232615942439871,0.0009455448993705931,-0.003287071043069273
2020-06,R9_FULL,R9_BASE,-0.009303832637484294,0.04149694607955362,0.03219311344206933
2020-07,R9_FULL,R9_BASE,0.017277771974248672,-0.024360095008851765,-0.007082323034603098
2020-08,R9_FULL,R9_BASE,-0.004849797588943151,0.0032521195360885155,-0.0015976780528546358
2020-09,R9_FULL,R9_BASE,-0.0007149761878778641,0.019207801566284606,0.01849282537840674
2020-10,R9_FULL,R9_BASE,0.013940046730486386,-0.0387340021990251,-0.024793955468538707
2020-11,R9_FULL,R9_BASE,-0.009636720979920113,-0.0012230916371122555,-0.01085981261703237
2020-12,R9_FULL,R9_BASE,-0.009855207563988666,-0.014525355189336986,-0.024380562753325646
2021-01,R9_FULL,R9_BASE,0.02543858984544594,0.0770606009739448,0.10249919081939075
2021-02,R9_FULL,R9_BASE,-0.08536011079668887,-0.015088702182848399,-0.10044881297953726
2021-03,R9_FULL,R9_BASE,0.0003677898951706736,-0.0011592177281864286,-0.0007914278330157553
2021-04,R9_FULL,R9_BASE,-0.000738128723129659,0.02638671415937254,0.025648585436242877
2021-05,R9_FULL,R9_BASE,-0.009268225142234424,-0.021655738528108145,-0.030923963670342558
2021-06,R9_FULL,R9_BASE,0.01697031120841796,-0.006623203326818065,0.010347107881599892
2021-07,R9_FULL,R9_BASE,0.02068023443255726,0.012572048514438078,0.03325228294699534
2021-08,R9_FULL,R9_BASE,-0.08674582864385134,-0.037212919323891376,-0.12395874796774273
2021-09,R9_FULL,R9_BASE,0.004714054510932125,0.0030429398176831466,0.007756994328615277
2021-10,R9_FULL,R9_BASE,0.06101665186299157,-0.0037846758538645914,0.05723197600912698
2021-11,R9_FULL,R9_BASE,0.01405451477592333,-0.045762086982035106,-0.031707572206111756
2021-12,R9_FULL,R9_BASE,-0.1523534792736338,-0.04176257753279881,-0.19411605680643262
2022-01,R9_FULL,R9_BASE,0.04463746973061505,-0.04801339343827363,-0.003375923707658578
2022-02,R9_FULL,R9_BASE,-0.057892876852723284,0.1719422144168204,0.11404933756409712
2022-03,R9_FULL,R9_BASE,-0.020108890001237015,-0.021739183175568673,-0.04184807317680572
2022-04,R9_FULL,R9_BASE,0.057736750372519914,0.21301793845962683,0.2707546888321468
2022-05,R9_FULL,R9_BASE,-0.14617248538361935,0.09385625173957327,-0.05231623364404608
2022-06,R9_FULL,R9_BASE,-0.03306937180504641,0.07534931944398957,0.042279947638943154
2022-07,R9_FULL,R9_BASE,-0.19036242621910238,0.09381246974655912,-0.09654995647254327
2022-08,R9_FULL,R9_BASE,-0.059031582768925714,0.014160404799867956,-0.04487117796905776
2022-09,R9_FULL,R9_BASE,0.0176140321269674,-0.1467639975184994,-0.12914996539153195
2022-10,R9_FULL,R9_BASE,0.026758242937777746,0.46546203614123854,0.49222027907901644
2022-11,R9_FULL,R9_BASE,-0.04144787558618486,0.09042431001431984,0.048976434428134985
2022-12,R9_FULL,R9_BASE,-0.025230419547071857,0.009418850460838202,-0.015811569086233657
2023-01,R9_FULL,R9_BASE,0.00666491196418615,-0.08645246478572635,-0.07978755282154038
2023-02,R9_FULL,R9_BASE,-0.003157916823413148,-0.007345730146801598,-0.010503646970214746
2023-03,R9_FULL,R9_BASE,0.004301717523571904,0.02864515087321753,0.03294686839678943
2023-04,R9_FULL,R9_BASE,0.07521996268519875,0.09740721670113402,0.17262717938633276
2023-05,R9_FULL,R9_BASE,0.028125730602475633,-0.0603059435896861,-0.03218021298721046
2023-06,R9_FULL,R9_BASE,-0.06711331913933437,-0.04698742879370581,-0.11410074793304015
2023-07,R9_FULL,R9_BASE,-0.006181427222851595,-0.006941438999804619,-0.013122866222656212
2023-08,R9_FULL,R9_BASE,0.002531109160105613,0.0004381563110077011,0.0029692654711133137
2023-09,R9_FULL,R9_BASE,0.021860489612710345,0.02338553883165309,0.04524602844436343
2023-10,R9_FULL,R9_BASE,0.006193149474189565,-0.0003948213582322273,0.0057983281159573324
2023-11,R9_FULL,R9_BASE,0.00658723222601535,-0.011371405401345467,-0.004784173175330118
2023-12,R9_FULL,R9_BASE,0.00881603420016859,0.005900962216258065,0.014716996416426653
2024-01,R9_FULL,R9_BASE,0.001370387326596984,-0.11470337274927268,-0.11333298542267572
2024-02,R9_FULL,R9_BASE,-0.009043383127050577,0.006931529125436877,-0.0021118540016136994
2024-03,R9_FULL,R9_BASE,2.0413719327931363e-05,7.980938783624598e-05,0.00010022310716417768
2024-04,R9_FULL,R9_BASE,0.013272491661600567,-0.026874143803456204,-0.01360165214185564
2024-05,R9_FULL,R9_BASE,-9.794880230911836e-06,-0.009869784883920256,-0.009879579764151165
2024-06,R9_FULL,R9_BASE,-0.01671872891069765,-0.03161648154127682,-0.04833521045197446
2024-07,R9_FULL,R9_BASE,0.03814422320798314,0.028670240701670378,0.06681446390965354
2024-08,R9_FULL,R9_BASE,0.006070239365251404,-0.02911720080152334,-0.02304696143627194
2024-09,R9_FULL,R9_BASE,0.03328415359254116,-0.07766098363242387,-0.04437683003988271
2024-10,R9_FULL,R9_BASE,0.009114680184034551,-0.005203398445077148,0.003911281738957403
2024-11,R9_FULL,R9_BASE,-0.0018458650204373353,0.002774929412849451,0.0009290643924121156
2024-12,R9_FULL,R9_BASE,0.0038867241226938193,0.033023361268492896,0.03691008539118671
2025-01,R9_FULL,R9_BASE,0.0070699254909631195,0.004110246013044783,0.0111801715040079
2025-02,R9_FULL,R9_BASE,0.0024212206275734,-0.012615638427324936,-0.010194417799751537
2025-03,R9_FULL,R9_BASE,0.003900224530729615,-0.008491227102944612,-0.004591002572214997
2025-04,R9_FULL,R9_BASE,0.0013362272732771483,0.01765457608369055,0.018990803356967692
2025-05,R9_FULL,R9_BASE,0.006146738096950653,0.013465019919234189,0.019611758016184845
2025-06,R9_FULL,R9_BASE,0.0011340770896983267,0.00040448201694393574,0.0015385591066422628
2025-07,R9_FULL,R9_BASE,-0.0058129044201269894,-0.011901192933503738,-0.017714097353630727
2025-08,R9_FULL,R9_BASE,-0.002828896841646324,0.0026420209513100283,-0.00018687589033629555
2025-09,R9_FULL,R9_BASE,0.010889150977646589,0.002340658999322175,0.013229809976968765
2025-10,R9_FULL,R9_BASE,0.00233176548798524,0.037021709141451975,0.03935347462943722
2025-11,R9_FULL,R9_BASE,-0.002915028822277718,-0.01581304857272284,-0.018728077395000556
2025-12,R9_FULL,R9_BASE,-0.0006304801264000806,0.0005085340623056947,-0.00012194606409438632
2026-01,R9_FULL,R9_BASE,-7.615897026513318e-05,0.000419384693738872,0.00034322572347373877
2026-02,R9_FULL,R9_BASE,0.0025007385536790303,-0.016717516616739328,-0.014216778063060296
2026-03,R9_FULL,R9_BASE,-0.002387166763164665,0.0015183838454771621,-0.0008687829176875027
2026-04,R9_FULL,R9_BASE,0.002250291421922234,-0.0049947898512358166,-0.002744498429313583
2026-05,R9_FULL,R9_BASE,-0.003714372207731281,-0.016353817749793303,-0.020068189957524588
2026-06,R9_FULL,R9_BASE,0.0017286605422313953,0.019487948344152746,0.021216608886384145
2026-07,R9_FULL,R9_BASE,0.014740814852105854,0.007944055152197442,0.0226848700043033
2019-02,CATEGORY_RAW,R9_BASE,-0.00014197355756317943,-0.0007392662614339366,-0.0008812398189971173
2019-03,CATEGORY_RAW,R9_BASE,0.006348152113827466,-0.02906964223164816,-0.02272149011782069
2019-04,CATEGORY_RAW,R9_BASE,-0.0001259436229644464,0.0017066462600062698,0.0015807026370418253
2019-05,CATEGORY_RAW,R9_BASE,-0.0021280555990292635,0.0426624238416936,0.04053436824266435
2019-06,CATEGORY_RAW,R9_BASE,-0.00013438851629000905,-1.1169583710034976e-05,-0.0001455581000000452
2019-07,CATEGORY_RAW,R9_BASE,0.020215511521930657,-0.029297791185524443,-0.009082279663593786
2019-08,CATEGORY_RAW,R9_BASE,-0.0004517171256786188,-0.008005832273922894,-0.008457549399601513
2019-09,CATEGORY_RAW,R9_BASE,0.03146989026985814,0.014406809758777435,0.04587670002863557
2019-10,CATEGORY_RAW,R9_BASE,0.03477981615998746,0.011911255840480145,0.04669107200046761
2019-11,CATEGORY_RAW,R9_BASE,0.0005715398346670688,-0.0021428920448940967,-0.0015713522102270248
2019-12,CATEGORY_RAW,R9_BASE,-0.008595042994274955,0.03456384983381181,0.02596880683953686
2020-01,CATEGORY_RAW,R9_BASE,0.01894665590223195,0.030886340220937614,0.04983299612316955
2020-02,CATEGORY_RAW,R9_BASE,-0.019137678877564665,0.017012466094961494,-0.0021252127826031707
2020-03,CATEGORY_RAW,R9_BASE,0.02635926510393602,-0.0747560576243186,-0.04839679252038259
2020-04,CATEGORY_RAW,R9_BASE,-0.0011809306168952152,0.01116057156136168,0.009979640944466465
2020-05,CATEGORY_RAW,R9_BASE,-0.056879635115543975,0.011212711281711732,-0.04566692383383223
2020-06,CATEGORY_RAW,R9_BASE,-0.036080477181416305,-0.12364698532104114,-0.15972746250245745
2020-07,CATEGORY_RAW,R9_BASE,-0.0026537065814904726,0.0034749380889157262,0.0008212315074252585
2020-08,CATEGORY_RAW,R9_BASE,0.004400582967964618,-0.003473561970524399,0.0009270209974402199
2020-09,CATEGORY_RAW,R9_BASE,-0.0003941150406533254,0.0168784075184276,0.016484292477774276
2020-10,CATEGORY_RAW,R9_BASE,0.014702036489916024,-0.019638260862019277,-0.004936224372103253
2020-11,CATEGORY_RAW,R9_BASE,0.013202392317931041,0.0033725249745334934,0.016574917292464533
2020-12,CATEGORY_RAW,R9_BASE,0.007297472818495196,0.013273631807612683,0.020571104626107867
2021-01,CATEGORY_RAW,R9_BASE,0.008380020393877634,0.0171461702741819,0.02552619066805953
2021-02,CATEGORY_RAW,R9_BASE,0.019800800343194383,0.0061841519657823705,0.025984952308976753
2021-03,CATEGORY_RAW,R9_BASE,0.000719181213671909,-0.003059280030969682,-0.0023400988172977725
2021-04,CATEGORY_RAW,R9_BASE,0.00016224700811485337,0.019335587575399188,0.01949783458351404
2021-05,CATEGORY_RAW,R9_BASE,0.008773347402821484,0.0645982500474525,0.07337159745027398
2021-06,CATEGORY_RAW,R9_BASE,-0.018284984018770323,0.006311067209034668,-0.011973916809735665
2021-07,CATEGORY_RAW,R9_BASE,0.01350864970463729,0.00785099225594372,0.021359641960581016
2021-08,CATEGORY_RAW,R9_BASE,-0.02705763378425992,-0.012919268736206442,-0.039976902520466345
2021-09,CATEGORY_RAW,R9_BASE,-0.038192474856420695,-0.019910911956819592,-0.05810338681324029
2021-10,CATEGORY_RAW,R9_BASE,0.06554698229322539,-0.004215656403881023,0.06133132588934437
2021-11,CATEGORY_RAW,R9_BASE,-0.005146905374327687,0.015289218278542679,0.010142312904214995
2021-12,CATEGORY_RAW,R9_BASE,0.07172956864846591,0.049521787212249486,0.12125135586071539
2022-01,CATEGORY_RAW,R9_BASE,-0.07910248548067703,0.06242095023651253,-0.01668153524416449
2022-02,CATEGORY_RAW,R9_BASE,0.007954015416695086,-0.06069081808748038,-0.05273680267078529
2022-03,CATEGORY_RAW,R9_BASE,0.08458520140402309,0.12496782795602147,0.2095530293600445
2022-04,CATEGORY_RAW,R9_BASE,-0.05943792544684452,-0.14234701202939146,-0.20178493747623594
2022-05,CATEGORY_RAW,R9_BASE,0.049920800164126145,-0.17961427216791404,-0.12969347200378786
2022-06,CATEGORY_RAW,R9_BASE,0.0006661151810984679,0.0029579994198385127,0.0036241146009369785
2022-07,CATEGORY_RAW,R9_BASE,0.07330775462442393,-0.06618580546803125,0.007121949156392679
2022-08,CATEGORY_RAW,R9_BASE,0.09673779277608643,-0.06465107616322936,0.03208671661285708
2022-09,CATEGORY_RAW,R9_BASE,-0.011172450456997336,-0.4926612943878408,-0.5038337448448382
2022-10,CATEGORY_RAW,R9_BASE,0.03452657798672759,0.8512121637561466,0.8857387417428741
2022-11,CATEGORY_RAW,R9_BASE,0.056940437285788396,-0.1633442501654672,-0.10640381287967876
2022-12,CATEGORY_RAW,R9_BASE,-0.004435439381291914,0.0021533429406955956,-0.0022820964405963176
2023-01,CATEGORY_RAW,R9_BASE,0.012332421396455783,-0.33230008343623363,-0.319967662039778
2023-02,CATEGORY_RAW,R9_BASE,-0.02011307008231963,-0.01884494489525432,-0.03895801497757395
2023-03,CATEGORY_RAW,R9_BASE,0.005539788249912248,0.02513500770228355,0.0306747959521958
2023-04,CATEGORY_RAW,R9_BASE,0.07274117334876516,0.09343250486787871,0.16617367821664386
2023-05,CATEGORY_RAW,R9_BASE,0.016757381795861698,-0.028003369580083603,-0.011245987784221902
2023-06,CATEGORY_RAW,R9_BASE,0.013258152542222049,0.023348727873426105,0.036606880415648156
2023-07,CATEGORY_RAW,R9_BASE,0.0016677606112606945,0.005426270132093236,0.007094030743353932
2023-08,CATEGORY_RAW,R9_BASE,0.052202870804629375,0.014581683045738807,0.06678455385036818
2023-09,CATEGORY_RAW,R9_BASE,0.04830169227292848,0.0694472825862725,0.11774897485920098
2023-10,CATEGORY_RAW,R9_BASE,0.012799456613172795,-0.0008567553635395948,0.011942701249633193
2023-11,CATEGORY_RAW,R9_BASE,0.008676405806277845,-0.04333821308400683,-0.03466180727772899
2023-12,CATEGORY_RAW,R9_BASE,0.012552771931501071,0.008823632036285943,0.021376403967787005
2024-01,CATEGORY_RAW,R9_BASE,-0.02687579203095451,0.14783640746878215,0.12096061543782766
2024-02,CATEGORY_RAW,R9_BASE,-0.00486903515542025,0.0038518265624882695,-0.0010172085929319762
2024-03,CATEGORY_RAW,R9_BASE,-0.0027548275063167447,0.008831494997817628,0.0060766674915008825
2024-04,CATEGORY_RAW,R9_BASE,0.017764812257193976,-0.03751478462281045,-0.019749972365616476
2024-05,CATEGORY_RAW,R9_BASE,-0.00011884648290081346,-0.011638825464013541,-0.011757671946914357
2024-06,CATEGORY_RAW,R9_BASE,-0.0057500753004744234,-0.01270007388143249,-0.01845014918190692
2024-07,CATEGORY_RAW,R9_BASE,0.07514516075113685,0.07196546275392136,0.1471106235050582
2024-08,CATEGORY_RAW,R9_BASE,0.005867652633129808,-0.02766256731052667,-0.02179491467739686
2024-09,CATEGORY_RAW,R9_BASE,0.02934585013993253,-0.05773180503626432,-0.02838595489633179
2024-10,CATEGORY_RAW,R9_BASE,0.00917434533506389,-0.0051546875751566305,0.004019657759907258
2024-11,CATEGORY_RAW,R9_BASE,2.788555342249189e-05,-0.0002006819467973244,-0.0001727963933748325
2024-12,CATEGORY_RAW,R9_BASE,0.003190786675248662,0.017209464178860188,0.020400250854108848
2025-01,CATEGORY_RAW,R9_BASE,0.011140375181895434,0.0076305744086470695,0.018770949590542502
2025-02,CATEGORY_RAW,R9_BASE,0.0021837970603982206,-0.010468080092641677,-0.008284283032243458
2025-03,CATEGORY_RAW,R9_BASE,0.004352596464924398,-0.009727792112617702,-0.005375195647693305
2025-04,CATEGORY_RAW,R9_BASE,-0.0035723657603385127,-0.01689154725938385,-0.020463913019722363
2025-05,CATEGORY_RAW,R9_BASE,0.00777286642224681,0.020929463491673128,0.028702329913919942
2025-06,CATEGORY_RAW,R9_BASE,0.0033172268895293056,0.0015090863232314921,0.004826313212760798
2025-07,CATEGORY_RAW,R9_BASE,-0.0006236258435558749,-0.009301326442954434,-0.00992495228651031
2025-08,CATEGORY_RAW,R9_BASE,-0.0012641235624683118,0.0016918854704564815,0.0004277619079881698
2025-09,CATEGORY_RAW,R9_BASE,0.0046121111532725695,0.0006729801282293254,0.005285091281501893
2025-10,CATEGORY_RAW,R9_BASE,0.002091409009630902,0.03840050602625498,0.04049191503588588
2025-11,CATEGORY_RAW,R9_BASE,-0.0017158864418299372,-0.010310182662964235,-0.012026069104794174
2025-12,CATEGORY_RAW,R9_BASE,-0.0018168103575104035,0.0014244621164876627,-0.0003923482410227414
2026-01,CATEGORY_RAW,R9_BASE,-0.004364883928206646,0.006630734035335221,0.002265850107128576
2026-02,CATEGORY_RAW,R9_BASE,0.0019253311486377481,-0.010825896948674066,-0.008900565800036318
2026-03,CATEGORY_RAW,R9_BASE,-0.0016175007379241936,0.0010676527482140112,-0.000549847989710182
2026-04,CATEGORY_RAW,R9_BASE,-0.002689353069446573,0.0022585896538727056,-0.00043076341557386755
2026-05,CATEGORY_RAW,R9_BASE,0.0005905852252218496,0.004524888661874631,0.005115473887096489
2026-06,CATEGORY_RAW,R9_BASE,0.0017630981722105252,0.015491611700323166,0.01725470987253369
2026-07,CATEGORY_RAW,R9_BASE,0.013948558187801458,0.005668265807489981,0.019616823995291438
2019-02,CATEGORY_HALF_CORRECTION,R9_BASE,-0.00014197355756317943,-0.0007392662614339366,-0.0008812398189971173
2019-03,CATEGORY_HALF_CORRECTION,R9_BASE,0.006348152113827466,-0.02906964223164816,-0.02272149011782069
2019-04,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0001259436229644464,0.0017066462600062698,0.0015807026370418253
2019-05,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0021280555990292635,0.0426624238416936,0.04053436824266435
2019-06,CATEGORY_HALF_CORRECTION,R9_BASE,-0.00013438851629000905,-1.1169583710034976e-05,-0.0001455581000000452
2019-07,CATEGORY_HALF_CORRECTION,R9_BASE,0.020215511521930657,-0.029297791185524443,-0.009082279663593786
2019-08,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0004517171256786188,-0.008005832273922894,-0.008457549399601513
2019-09,CATEGORY_HALF_CORRECTION,R9_BASE,0.03146989026985814,0.014406809758777435,0.04587670002863557
2019-10,CATEGORY_HALF_CORRECTION,R9_BASE,0.03477981615998746,0.011911255840480145,0.04669107200046761
2019-11,CATEGORY_HALF_CORRECTION,R9_BASE,0.0005715398346670688,-0.0021428920448940967,-0.0015713522102270248
2019-12,CATEGORY_HALF_CORRECTION,R9_BASE,-0.008595042994274955,0.03456384983381181,0.02596880683953686
2020-01,CATEGORY_HALF_CORRECTION,R9_BASE,0.01894665590223195,0.030886340220937614,0.04983299612316955
2020-02,CATEGORY_HALF_CORRECTION,R9_BASE,-0.019137678877564665,0.017012466094961494,-0.0021252127826031707
2020-03,CATEGORY_HALF_CORRECTION,R9_BASE,0.02635926510393602,-0.0747560576243186,-0.04839679252038259
2020-04,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0011809306168952152,0.01116057156136168,0.009979640944466465
2020-05,CATEGORY_HALF_CORRECTION,R9_BASE,-0.056879635115543975,0.011212711281711732,-0.04566692383383223
2020-06,CATEGORY_HALF_CORRECTION,R9_BASE,-0.036080477181416305,-0.12364698532104114,-0.15972746250245745
2020-07,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0026537065814904726,0.0034749380889157262,0.0008212315074252585
2020-08,CATEGORY_HALF_CORRECTION,R9_BASE,0.004400582967964618,-0.003473561970524399,0.0009270209974402199
2020-09,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0003941150406533254,0.0168784075184276,0.016484292477774276
2020-10,CATEGORY_HALF_CORRECTION,R9_BASE,0.014702036489916024,-0.019638260862019277,-0.004936224372103253
2020-11,CATEGORY_HALF_CORRECTION,R9_BASE,0.013202392317931041,0.0033725249745334934,0.016574917292464533
2020-12,CATEGORY_HALF_CORRECTION,R9_BASE,0.007297472818495196,0.013273631807612683,0.020571104626107867
2021-01,CATEGORY_HALF_CORRECTION,R9_BASE,0.008380020393877634,0.0171461702741819,0.02552619066805953
2021-02,CATEGORY_HALF_CORRECTION,R9_BASE,0.019800800343194383,0.0061841519657823705,0.025984952308976753
2021-03,CATEGORY_HALF_CORRECTION,R9_BASE,0.000719181213671909,-0.003059280030969682,-0.0023400988172977725
2021-04,CATEGORY_HALF_CORRECTION,R9_BASE,0.00016224700811485337,0.019335587575399188,0.01949783458351404
2021-05,CATEGORY_HALF_CORRECTION,R9_BASE,0.008773347402821484,0.0645982500474525,0.07337159745027398
2021-06,CATEGORY_HALF_CORRECTION,R9_BASE,-0.018284984018770323,0.006311067209034668,-0.011973916809735665
2021-07,CATEGORY_HALF_CORRECTION,R9_BASE,0.01350864970463729,0.00785099225594372,0.021359641960581016
2021-08,CATEGORY_HALF_CORRECTION,R9_BASE,-0.02705763378425992,-0.012919268736206442,-0.039976902520466345
2021-09,CATEGORY_HALF_CORRECTION,R9_BASE,-0.038192474856420695,-0.019910911956819592,-0.05810338681324029
2021-10,CATEGORY_HALF_CORRECTION,R9_BASE,0.06554698229322539,-0.004215656403881023,0.06133132588934437
2021-11,CATEGORY_HALF_CORRECTION,R9_BASE,-0.005146905374327687,0.015289218278542679,0.010142312904214995
2021-12,CATEGORY_HALF_CORRECTION,R9_BASE,0.07172956864846591,0.049521787212249486,0.12125135586071539
2022-01,CATEGORY_HALF_CORRECTION,R9_BASE,-0.07910248548067703,0.06242095023651253,-0.01668153524416449
2022-02,CATEGORY_HALF_CORRECTION,R9_BASE,0.007954015416695086,-0.06069081808748038,-0.05273680267078529
2022-03,CATEGORY_HALF_CORRECTION,R9_BASE,0.08458520140402309,0.12496782795602147,0.2095530293600445
2022-04,CATEGORY_HALF_CORRECTION,R9_BASE,-0.05943792544684452,-0.14234701202939146,-0.20178493747623594
2022-05,CATEGORY_HALF_CORRECTION,R9_BASE,0.049920800164126145,-0.17961427216791404,-0.12969347200378786
2022-06,CATEGORY_HALF_CORRECTION,R9_BASE,-5.260256087672149e-05,0.027713280875115456,0.027660678314238733
2022-07,CATEGORY_HALF_CORRECTION,R9_BASE,0.024510425985863962,-0.01767094883955052,0.006839477146313431
2022-08,CATEGORY_HALF_CORRECTION,R9_BASE,0.09736654286778919,-0.06370398599455847,0.03366255687323072
2022-09,CATEGORY_HALF_CORRECTION,R9_BASE,0.0030880823112517525,-0.419860251839996,-0.41677216952874424
2022-10,CATEGORY_HALF_CORRECTION,R9_BASE,0.03400521870146644,0.7728311929049659,0.806836411606433
2022-11,CATEGORY_HALF_CORRECTION,R9_BASE,0.04819616946691482,-0.13328816253002243,-0.08509199306310761
2022-12,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0062205700402214095,0.002926433032266706,-0.003294137007954704
2023-01,CATEGORY_HALF_CORRECTION,R9_BASE,0.010884323549740426,-0.38801883494821743,-0.377134511398477
2023-02,CATEGORY_HALF_CORRECTION,R9_BASE,-0.02427706311120123,-0.02072399408167927,-0.0450010571928805
2023-03,CATEGORY_HALF_CORRECTION,R9_BASE,0.0010780275907984402,0.03459345766719539,0.03567148525799383
2023-04,CATEGORY_HALF_CORRECTION,R9_BASE,0.08064930448018243,0.10641108931661715,0.18706039379679956
2023-05,CATEGORY_HALF_CORRECTION,R9_BASE,0.01630911759610807,-0.027084252098373434,-0.010775134502265363
2023-06,CATEGORY_HALF_CORRECTION,R9_BASE,0.0050605595932131375,0.0065429790195582005,0.011603538612771337
2023-07,CATEGORY_HALF_CORRECTION,R9_BASE,0.0016042892004594956,0.004690000188294707,0.006294289388754203
2023-08,CATEGORY_HALF_CORRECTION,R9_BASE,0.04980131318873986,0.013037403755411332,0.06283871694415118
2023-09,CATEGORY_HALF_CORRECTION,R9_BASE,0.048598533555341356,0.07034653923333928,0.11894507278868063
2023-10,CATEGORY_HALF_CORRECTION,R9_BASE,0.00726630409431428,-0.00046669194285676096,0.006799612151457513
2023-11,CATEGORY_HALF_CORRECTION,R9_BASE,0.010700022572079774,-0.032190752109321756,-0.02149072953724198
2023-12,CATEGORY_HALF_CORRECTION,R9_BASE,0.013595790996824182,0.009703307298011186,0.02329909829483536
2024-01,CATEGORY_HALF_CORRECTION,R9_BASE,-0.02241216269476552,0.1310938441170236,0.10868168142225809
2024-02,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0045127931086240865,0.003580149292360914,-0.0009326438162631711
2024-03,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0034651132034138957,0.009591853228731032,0.006126740025317136
2024-04,CATEGORY_HALF_CORRECTION,R9_BASE,0.017541338785935768,-0.036960137151985255,-0.019418798366049494
2024-05,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0006523204493447446,-0.017029809085213964,-0.017682129534558708
2024-06,CATEGORY_HALF_CORRECTION,R9_BASE,-0.007062132510164753,-0.01525236935367013,-0.022314501863834893
2024-07,CATEGORY_HALF_CORRECTION,R9_BASE,0.07324946196064866,0.06875031432630006,0.14199977628694874
2024-08,CATEGORY_HALF_CORRECTION,R9_BASE,0.0052586109818009786,-0.023678675022091266,-0.018420064040290285
2024-09,CATEGORY_HALF_CORRECTION,R9_BASE,0.030202160930551464,-0.06097064629666105,-0.030768485366109592
2024-10,CATEGORY_HALF_CORRECTION,R9_BASE,0.00942282062454205,-0.00492063018674486,0.0045021904377971905
2024-11,CATEGORY_HALF_CORRECTION,R9_BASE,-0.00035320697766310944,0.001003614562481231,0.0006504075848181216
2024-12,CATEGORY_HALF_CORRECTION,R9_BASE,0.003919493158939733,0.030160184237076115,0.03407967739601585
2025-01,CATEGORY_HALF_CORRECTION,R9_BASE,0.006888831155107814,0.003983230263059979,0.010872061418167794
2025-02,CATEGORY_HALF_CORRECTION,R9_BASE,0.002486034528336856,-0.013350931017365699,-0.010864896489028844
2025-03,CATEGORY_HALF_CORRECTION,R9_BASE,0.005274367734474263,-0.012548052851540667,-0.0072736851170664045
2025-04,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0005143353292180251,-0.0032574967241028943,-0.00377183205332092
2025-05,CATEGORY_HALF_CORRECTION,R9_BASE,0.007286289798559649,0.018000624912639304,0.025286914711198955
2025-06,CATEGORY_HALF_CORRECTION,R9_BASE,0.0030526603437020473,0.0013290488866453908,0.004381709230347438
2025-07,CATEGORY_HALF_CORRECTION,R9_BASE,-0.005078582771999613,-0.011590970596830048,-0.01666955336882966
2025-08,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0012303870472877465,0.001666222359683636,0.0004358353123958894
2025-09,CATEGORY_HALF_CORRECTION,R9_BASE,0.0080555341750983,0.0013523814510922568,0.009407915626190557
2025-10,CATEGORY_HALF_CORRECTION,R9_BASE,0.0026156998816116855,0.035183248320123664,0.03779894820173535
2025-11,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0013590875318581239,-0.008471084335562106,-0.009830171867420232
2025-12,CATEGORY_HALF_CORRECTION,R9_BASE,-0.010481041139163951,0.007019518960852936,-0.0034615221783110156
2026-01,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0048732646967855064,0.007054500792293364,0.0021812360955078573
2026-02,CATEGORY_HALF_CORRECTION,R9_BASE,0.0022244360176713065,-0.013466859398490693,-0.011242423380819388
2026-03,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0022047273784822964,0.0014142252097071178,-0.0007905021687751782
2026-04,CATEGORY_HALF_CORRECTION,R9_BASE,0.0012919025653198224,-0.0016265725063641576,-0.0003346699410443355
2026-05,CATEGORY_HALF_CORRECTION,R9_BASE,-0.0008257977526386104,-0.004760150385420061,-0.005585948138058669
2026-06,CATEGORY_HALF_CORRECTION,R9_BASE,0.0015704086984268126,0.011112314770311727,0.012682723468738541
2026-07,CATEGORY_HALF_CORRECTION,R9_BASE,0.013919387782907139,0.0056379251825730125,0.01955731296548015
2019-02,CATEGORY_FULL_CORRECTION,R9_BASE,-0.00014197355756317943,-0.0007392662614339366,-0.0008812398189971173
2019-03,CATEGORY_FULL_CORRECTION,R9_BASE,0.006348152113827466,-0.02906964223164816,-0.02272149011782069
2019-04,CATEGORY_FULL_CORRECTION,R9_BASE,-0.0001259436229644464,0.0017066462600062698,0.0015807026370418253
2019-05,CATEGORY_FULL_CORRECTION,R9_BASE,-0.0021280555990292635,0.0426624238416936,0.04053436824266435
2019-06,CATEGORY_FULL_CORRECTION,R9_BASE,-0.00013438851629000905,-1.1169583710034976e-05,-0.0001455581000000452
