"Ukazatel","IndicatorType","Území","Uz0","Měsíce, jejich kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRZEM1","Klasifikace API","APIZ","Typ indexu","TYPUDAJEZEM3","Hodnota"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Zemědělská výroba včetně ryb","000000","Meziroční index","IR","93.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Zemědělská výroba","140000","Meziroční index","IR","93.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Zemědělská výroba (bez ovoce a zeleniny)","141000","Meziroční index","IR","93.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Rostlinná výroba","100000","Meziroční index","IR","90.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Rostlinná výroba (bez ovoce a zeleniny)","101000","Meziroční index","IR","90"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Ovoce a zelenina","102000","Meziroční index","IR","109.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Obiloviny","010000","Meziroční index","IR","86.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Pšenice","011000","Meziroční index","IR","92.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Pšenice potravinářská","0111101011","Meziroční index","IR","90.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Pšenice krmná","0111101012","Meziroční index","IR","94.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Žito","012000","Meziroční index","IR","73.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Žito potravinářské","0121101031","Meziroční index","IR","73.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Ječmen","013000","Meziroční index","IR","76.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Ječmen krmný","0131101023","Meziroční index","IR","85.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Ječmen sladovnický","0132101021","Meziroční index","IR","71.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Oves","014000","Meziroční index","IR","71.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Oves krmný","0141101042","Meziroční index","IR","71.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Kukuřice na zrno","015000","Meziroční index","IR","101.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Kukuřice krmná (na zrno)","0151101052","Meziroční index","IR","101.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Průmyslové plodiny","020000","Meziroční index","IR","94.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Olejniny","021000","Meziroční index","IR","80.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Semeno řepky olejné","0211101210","Meziroční index","IR","83.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Semeno slunečnice","0212101230","Meziroční index","IR","75.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Semeno máku","0219101220","Meziroční index","IR","66.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Luskoviny","022000","Meziroční index","IR","64.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Hrách krmný","0221101102","Meziroční index","IR","67"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Cukrová řepa","024000","Meziroční index","IR","94"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Cukrovka technická","0241101510","Meziroční index","IR","94"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Zelenina a zahradnické produkty","040000","Meziroční index","IR","118.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Čerstvá zelenina","041000","Meziroční index","IR","118.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Ostatní čerstvá zelenina","041900","Meziroční index","IR","118.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Zelí bílé hlávkové","0419103100","Meziroční index","IR","126.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Zelí červené hlávkové","0419103101","Meziroční index","IR","133.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Mrkev bez natě","0419503032","Meziroční index","IR","241.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Cibule kuchyňská","0419603172","Meziroční index","IR","91.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Celer bez natě","0419993012","Meziroční index","IR","109.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Petržel bez natě","0419993042","Meziroční index","IR","129.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Brambory (včetně sadby)","050000","Meziroční index","IR","83.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Konzumní brambory","051000","Meziroční index","IR","91.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Ostatní brambory","059000","Meziroční index","IR","72"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Brambory průmyslové","0591101630","Meziroční index","IR","72"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Ovoce","060000","Meziroční index","IR","102.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Jablka","061100","Meziroční index","IR","103"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Konzumní jablka","0611102011","Meziroční index","IR","103"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Živočišná výroba","130000","Meziroční index","IR","96.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Hospodářská zvířata","110000","Meziroční index","IR","95.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Skot","111000","Meziroční index","IR","98.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Skot bez telat","111100","Meziroční index","IR","98.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Býci jateční v živém","1111104110","Meziroční index","IR","100.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Jalovice jatečné v živém","1111204210","Meziroční index","IR","100.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Krávy jatečné v živém","1111304310","Meziroční index","IR","96.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Telata","111200","Meziroční index","IR","109.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Telata jatečná v živém","1112104410","Meziroční index","IR","109.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Prasata a selata","112000","Meziroční index","IR","91.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Prasata jatečná v živém","1121104610","Meziroční index","IR","92"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Odstavená selata v živém","1121205610","Meziroční index","IR","96.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Drůbež","115000","Meziroční index","IR","97.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Kuřata","115100","Meziroční index","IR","97.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Kuřata jatečná v živém I.tř.j","1151105011","Meziroční index","IR","97.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Ostatní drůbež","115900","Meziroční index","IR","95.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Krůty brojlerové v živém","1159105031","Meziroční index","IR","94.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Kachny jatečné v živém","1159105041","Meziroční index","IR","95.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Živočišné výrobky","120000","Meziroční index","IR","98.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Mléko","121000","Meziroční index","IR","98.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Mléko kravské Q. tř. j.","1211104911","Meziroční index","IR","98.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Vejce","122000","Meziroční index","IR","103.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Vejce slepičí konzumní tříděná","1221105512","Meziroční index","IR","103.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Ryby","200000","Meziroční index","IR","97.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2010","2010-01","Kapr tř. I. v živém","2111115812","Meziroční index","IR","97.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Zemědělská výroba včetně ryb","000000","Meziroční index","IR","96.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Zemědělská výroba","140000","Meziroční index","IR","96.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Zemědělská výroba (bez ovoce a zeleniny)","141000","Meziroční index","IR","95.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Rostlinná výroba","100000","Meziroční index","IR","92.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Rostlinná výroba (bez ovoce a zeleniny)","101000","Meziroční index","IR","91.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Ovoce a zelenina","102000","Meziroční index","IR","115.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Obiloviny","010000","Meziroční index","IR","88"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Pšenice","011000","Meziroční index","IR","94.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Pšenice potravinářská","0111101011","Meziroční index","IR","91.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Pšenice krmná","0111101012","Meziroční index","IR","97.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Žito","012000","Meziroční index","IR","78.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Žito potravinářské","0121101031","Meziroční index","IR","78.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Ječmen","013000","Meziroční index","IR","75.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Ječmen krmný","0131101023","Meziroční index","IR","90.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Ječmen sladovnický","0132101021","Meziroční index","IR","69.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Oves","014000","Meziroční index","IR","78.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Oves krmný","0141101042","Meziroční index","IR","78.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Kukuřice na zrno","015000","Meziroční index","IR","105.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Kukuřice krmná (na zrno)","0151101052","Meziroční index","IR","105.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Průmyslové plodiny","020000","Meziroční index","IR","96.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Olejniny","021000","Meziroční index","IR","89.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Semeno řepky olejné","0211101210","Meziroční index","IR","91.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Semeno slunečnice","0212101230","Meziroční index","IR","80.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Semeno máku","0219101220","Meziroční index","IR","81.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Luskoviny","022000","Meziroční index","IR","70.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Hrách krmný","0221101102","Meziroční index","IR","65.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Zelenina a zahradnické produkty","040000","Meziroční index","IR","123.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Čerstvá zelenina","041000","Meziroční index","IR","123.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Ostatní čerstvá zelenina","041900","Meziroční index","IR","123.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Zelí bílé hlávkové","0419103100","Meziroční index","IR","166.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Zelí červené hlávkové","0419103101","Meziroční index","IR","144.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Mrkev bez natě","0419503032","Meziroční index","IR","131.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Cibule kuchyňská","0419603172","Meziroční index","IR","132.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Celer bez natě","0419993012","Meziroční index","IR","110.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Petržel bez natě","0419993042","Meziroční index","IR","106"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Brambory (včetně sadby)","050000","Meziroční index","IR","86.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Konzumní brambory","051000","Meziroční index","IR","88.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Ostatní brambory","059000","Meziroční index","IR","85.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Brambory průmyslové","0591101630","Meziroční index","IR","85.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Ovoce","060000","Meziroční index","IR","106.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Jablka","061100","Meziroční index","IR","105.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Konzumní jablka","0611102011","Meziroční index","IR","105.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Živočišná výroba","130000","Meziroční index","IR","100.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Hospodářská zvířata","110000","Meziroční index","IR","95"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Skot","111000","Meziroční index","IR","98.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Skot bez telat","111100","Meziroční index","IR","98.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Býci jateční v živém","1111104110","Meziroční index","IR","99.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Jalovice jatečné v živém","1111204210","Meziroční index","IR","98.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Krávy jatečné v živém","1111304310","Meziroční index","IR","98.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Telata","111200","Meziroční index","IR","111.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Telata jatečná v živém","1112104410","Meziroční index","IR","111.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Prasata a selata","112000","Meziroční index","IR","90.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Prasata jatečná v živém","1121104610","Meziroční index","IR","91.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Odstavená selata v živém","1121205610","Meziroční index","IR","91.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Drůbež","115000","Meziroční index","IR","97.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Kuřata","115100","Meziroční index","IR","97.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Kuřata jatečná v živém I.tř.j","1151105011","Meziroční index","IR","97.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Ostatní drůbež","115900","Meziroční index","IR","95.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Krůty brojlerové v živém","1159105031","Meziroční index","IR","92.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Kachny jatečné v živém","1159105041","Meziroční index","IR","96.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Živočišné výrobky","120000","Meziroční index","IR","106.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Mléko","121000","Meziroční index","IR","106.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Mléko kravské Q. tř. j.","1211104911","Meziroční index","IR","106.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Vejce","122000","Meziroční index","IR","107.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Vejce slepičí konzumní tříděná","1221105512","Meziroční index","IR","110.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Ryby","200000","Meziroční index","IR","88.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","únor 2010","2010-02","Kapr tř. I. v živém","2111115812","Meziroční index","IR","87.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Zemědělská výroba včetně ryb","000000","Meziroční index","IR","97.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Zemědělská výroba","140000","Meziroční index","IR","97.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Zemědělská výroba (bez ovoce a zeleniny)","141000","Meziroční index","IR","97.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Rostlinná výroba","100000","Meziroční index","IR","93.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Rostlinná výroba (bez ovoce a zeleniny)","101000","Meziroční index","IR","92.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Ovoce a zelenina","102000","Meziroční index","IR","114.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Obiloviny","010000","Meziroční index","IR","88.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Pšenice","011000","Meziroční index","IR","91.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Pšenice potravinářská","0111101011","Meziroční index","IR","90"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Pšenice krmná","0111101012","Meziroční index","IR","93.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Žito","012000","Meziroční index","IR","80.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Žito potravinářské","0121101031","Meziroční index","IR","80.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Ječmen","013000","Meziroční index","IR","80.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Ječmen krmný","0131101023","Meziroční index","IR","88.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Ječmen sladovnický","0132101021","Meziroční index","IR","76.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Oves","014000","Meziroční index","IR","84.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Oves krmný","0141101042","Meziroční index","IR","84"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Kukuřice na zrno","015000","Meziroční index","IR","105.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Kukuřice krmná (na zrno)","0151101052","Meziroční index","IR","105.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Průmyslové plodiny","020000","Meziroční index","IR","98.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Olejniny","021000","Meziroční index","IR","94.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Semeno řepky olejné","0211101210","Meziroční index","IR","94.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Semeno slunečnice","0212101230","Meziroční index","IR","99.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Semeno máku","0219101220","Meziroční index","IR","96.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Luskoviny","022000","Meziroční index","IR","60.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Hrách krmný","0221101102","Meziroční index","IR","58.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Zelenina a zahradnické produkty","040000","Meziroční index","IR","134.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Čerstvá zelenina","041000","Meziroční index","IR","151.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Ostatní čerstvá zelenina","041900","Meziroční index","IR","151.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Zelí bílé hlávkové","0419103100","Meziroční index","IR","109.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Zelí červené hlávkové","0419103101","Meziroční index","IR","180.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Mrkev bez natě","0419503032","Meziroční index","IR","163.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Cibule kuchyňská","0419603172","Meziroční index","IR","242.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Celer bez natě","0419993012","Meziroční index","IR","127.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Brambory (včetně sadby)","050000","Meziroční index","IR","87.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Konzumní brambory","051000","Meziroční index","IR","91.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Ovoce","060000","Meziroční index","IR","90.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Jablka","061100","Meziroční index","IR","89.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Konzumní jablka","0611102011","Meziroční index","IR","89.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Živočišná výroba","130000","Meziroční index","IR","102.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Hospodářská zvířata","110000","Meziroční index","IR","94.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Skot","111000","Meziroční index","IR","99.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Skot bez telat","111100","Meziroční index","IR","98.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Býci jateční v živém","1111104110","Meziroční index","IR","98.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Jalovice jatečné v živém","1111204210","Meziroční index","IR","100.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Krávy jatečné v živém","1111304310","Meziroční index","IR","100.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Telata","111200","Meziroční index","IR","109.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Telata jatečná v živém","1112104410","Meziroční index","IR","109.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Prasata a selata","112000","Meziroční index","IR","91"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Prasata jatečná v živém","1121104610","Meziroční index","IR","91.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Odstavená selata v živém","1121205610","Meziroční index","IR","93.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Drůbež","115000","Meziroční index","IR","96"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Kuřata","115100","Meziroční index","IR","97.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Kuřata jatečná v živém I.tř.j","1151105011","Meziroční index","IR","97"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Ostatní drůbež","115900","Meziroční index","IR","92.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Krůty brojlerové v živém","1159105031","Meziroční index","IR","89.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Kachny jatečné v živém","1159105041","Meziroční index","IR","96.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Živočišné výrobky","120000","Meziroční index","IR","112.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Mléko","121000","Meziroční index","IR","113.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Mléko kravské Q. tř. j.","1211104911","Meziroční index","IR","113.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Vejce","122000","Meziroční index","IR","103.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Vejce slepičí konzumní tříděná","1221105512","Meziroční index","IR","106.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Ryby","200000","Meziroční index","IR","100.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","březen 2010","2010-03","Kapr tř. I. v živém","2111115812","Meziroční index","IR","100"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Zemědělská výroba včetně ryb","000000","Meziroční index","IR","95.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Zemědělská výroba","140000","Meziroční index","IR","96"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Zemědělská výroba (bez ovoce a zeleniny)","141000","Meziroční index","IR","95.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Rostlinná výroba","100000","Meziroční index","IR","92.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Rostlinná výroba (bez ovoce a zeleniny)","101000","Meziroční index","IR","91.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Ovoce a zelenina","102000","Meziroční index","IR","113.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Obiloviny","010000","Meziroční index","IR","87.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Pšenice","011000","Meziroční index","IR","93.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","1. čtvrtletí 2010","2010-Q1","Pšenice potravinářská","0111101011","Meziroční index","IR","90.8"
