"Ukazatel","IndicatorType","Území","Uz0","Měsíce, jejich kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRZEM1","Klasifikace API","APIZ","Typ indexu","TYPUDAJEZEM3","Hodnota"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Brambory pozdní konzumní","0512101620","Bazický index (2020 = 100)","IZ2020","73.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Brambory pozdní konzumní","0512101620","Meziroční index","IR","53.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Sadba brambor","052000","Bazický index (2020 = 100)","IZ2020","126.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Sadba brambor","052000","Meziroční index","IR","114.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Sadba brambor","0521101640","Bazický index (2020 = 100)","IZ2020","126.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Sadba brambor","0521101640","Meziroční index","IR","114.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Ostatní brambory","059000","Bazický index (2020 = 100)","IZ2020","96.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Ostatní brambory","059000","Meziroční index","IR","96.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Brambory průmyslové","0591101630","Bazický index (2020 = 100)","IZ2020","96.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Brambory průmyslové","0591101630","Meziroční index","IR","96.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Ovoce","060000","Bazický index (2020 = 100)","IZ2020","96"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Ovoce","060000","Meziroční index","IR","112.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Jablka","061100","Bazický index (2020 = 100)","IZ2020","98.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Jablka","061100","Meziroční index","IR","114.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Konzumní jablka","0611102011","Bazický index (2020 = 100)","IZ2020","105.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Konzumní jablka","0611102011","Meziroční index","IR","122.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Průmyslová jablka","0611202012","Bazický index (2020 = 100)","IZ2020","89"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Průmyslová jablka","0611202012","Meziroční index","IR","104.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Stolní hrušky","061200","Bazický index (2020 = 100)","IZ2020","81.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Stolní hrušky","061200","Meziroční index","IR","100.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Hrušky","0612102020","Bazický index (2020 = 100)","IZ2020","81.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Hrušky","0612102020","Meziroční index","IR","100.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Živočišná výroba","130000","Bazický index (2020 = 100)","IZ2020","98.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Živočišná výroba","130000","Meziroční index","IR","93"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Hospodářská zvířata","110000","Bazický index (2020 = 100)","IZ2020","93.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Hospodářská zvířata","110000","Meziroční index","IR","85.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Skot","111000","Bazický index (2020 = 100)","IZ2020","98.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Skot","111000","Meziroční index","IR","96.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Skot bez telat","111100","Bazický index (2020 = 100)","IZ2020","98.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Skot bez telat","111100","Meziroční index","IR","97"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Býci jateční v živém","1111104110","Bazický index (2020 = 100)","IZ2020","100.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Býci jateční v živém","1111104110","Meziroční index","IR","99.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Jalovice jatečné v živém","1111204210","Bazický index (2020 = 100)","IZ2020","97.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Jalovice jatečné v živém","1111204210","Meziroční index","IR","94.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Krávy jatečné v živém","1111304310","Bazický index (2020 = 100)","IZ2020","96.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Krávy jatečné v živém","1111304310","Meziroční index","IR","94.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Telata","111200","Bazický index (2020 = 100)","IZ2020","96.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Telata","111200","Meziroční index","IR","91.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Telata jatečná v živém","1112104410","Bazický index (2020 = 100)","IZ2020","96.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Telata jatečná v živém","1112104410","Meziroční index","IR","91.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Prasata a selata","112000","Bazický index (2020 = 100)","IZ2020","80.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Prasata a selata","112000","Meziroční index","IR","68.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Prasata jatečná v živém","1121104610","Bazický index (2020 = 100)","IZ2020","80.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Prasata jatečná v živém","1121104610","Meziroční index","IR","68.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Odstavená selata v živém","1121205610","Bazický index (2020 = 100)","IZ2020","87.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Odstavená selata v živém","1121205610","Meziroční index","IR","80.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Drůbež","115000","Bazický index (2020 = 100)","IZ2020","105.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Drůbež","115000","Meziroční index","IR","101.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Kuřata","115100","Bazický index (2020 = 100)","IZ2020","107.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Kuřata","115100","Meziroční index","IR","103.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Kuřata jatečná v živém I.tř.j","1151105011","Bazický index (2020 = 100)","IZ2020","107.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Kuřata jatečná v živém I.tř.j","1151105011","Meziroční index","IR","103.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Ostatní drůbež","115900","Bazický index (2020 = 100)","IZ2020","91.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Ostatní drůbež","115900","Meziroční index","IR","89.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Krůty brojlerové v živém","1159105031","Bazický index (2020 = 100)","IZ2020","87.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Krůty brojlerové v živém","1159105031","Meziroční index","IR","85"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Kachny jatečné v živém","1159105041","Bazický index (2020 = 100)","IZ2020","99.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Kachny jatečné v živém","1159105041","Meziroční index","IR","98.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Živočišné výrobky","120000","Bazický index (2020 = 100)","IZ2020","103"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Živočišné výrobky","120000","Meziroční index","IR","98.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Mléko","121000","Bazický index (2020 = 100)","IZ2020","102.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Mléko","121000","Meziroční index","IR","98.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Mléko kravské Q. tř. j.","1211104911","Bazický index (2020 = 100)","IZ2020","102.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Mléko kravské Q. tř. j.","1211104911","Meziroční index","IR","98.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Vejce","122000","Bazický index (2020 = 100)","IZ2020","105.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Vejce","122000","Meziroční index","IR","102.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Vejce slepičí konzumní tříděná","1221105512","Bazický index (2020 = 100)","IZ2020","105.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Vejce slepičí konzumní tříděná","1221105512","Meziroční index","IR","102.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Ryby","200000","Bazický index (2020 = 100)","IZ2020","97.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Ryby","200000","Meziroční index","IR","94.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Kapr tř. I. v živém","2111115812","Bazický index (2020 = 100)","IZ2020","97.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Kapr tř. I. v živém","2111115812","Meziroční index","IR","93.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Pstruh v živém","2111115823","Bazický index (2020 = 100)","IZ2020","97.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01","Pstruh v živém","2111115823","Meziroční index","IR","96.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Zemědělská výroba včetně ryb","000000","Bazický index (2020 = 100)","IZ2020","100.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Zemědělská výroba včetně ryb","000000","Meziroční index","IR","98.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Zemědělská výroba","140000","Bazický index (2020 = 100)","IZ2020","100.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Zemědělská výroba","140000","Meziroční index","IR","98.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Zemědělská výroba (bez ovoce a zeleniny)","141000","Bazický index (2020 = 100)","IZ2020","100.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Zemědělská výroba (bez ovoce a zeleniny)","141000","Meziroční index","IR","98.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Rostlinná výroba","100000","Bazický index (2020 = 100)","IZ2020","102"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Rostlinná výroba","100000","Meziroční index","IR","103.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Rostlinná výroba (bez ovoce a zeleniny)","101000","Bazický index (2020 = 100)","IZ2020","102.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Rostlinná výroba (bez ovoce a zeleniny)","101000","Meziroční index","IR","103"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ovoce a zelenina","102000","Bazický index (2020 = 100)","IZ2020","95.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ovoce a zelenina","102000","Meziroční index","IR","105.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Obiloviny","010000","Bazický index (2020 = 100)","IZ2020","104.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Obiloviny","010000","Meziroční index","IR","107.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Pšenice","011000","Bazický index (2020 = 100)","IZ2020","106"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Pšenice","011000","Meziroční index","IR","110.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Pšenice potravinářská","0111101011","Bazický index (2020 = 100)","IZ2020","107.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Pšenice potravinářská","0111101011","Meziroční index","IR","113"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Pšenice krmná","0111101012","Bazický index (2020 = 100)","IZ2020","104"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Pšenice krmná","0111101012","Meziroční index","IR","107.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Žito","012000","Bazický index (2020 = 100)","IZ2020","98.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Žito","012000","Meziroční index","IR","96.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Žito potravinářské","0121101031","Bazický index (2020 = 100)","IZ2020","98.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Žito potravinářské","0121101031","Meziroční index","IR","96.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ječmen","013000","Bazický index (2020 = 100)","IZ2020","99.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ječmen","013000","Meziroční index","IR","98.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ječmen krmný","0131101023","Bazický index (2020 = 100)","IZ2020","104"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ječmen krmný","0131101023","Meziroční index","IR","105.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ječmen sladovnický","0132101021","Bazický index (2020 = 100)","IZ2020","95.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ječmen sladovnický","0132101021","Meziroční index","IR","93.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Oves","014000","Bazický index (2020 = 100)","IZ2020","101.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Oves","014000","Meziroční index","IR","101.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Oves krmný","0141101042","Bazický index (2020 = 100)","IZ2020","101.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Oves krmný","0141101042","Meziroční index","IR","101.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Kukuřice na zrno","015000","Bazický index (2020 = 100)","IZ2020","105.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Kukuřice na zrno","015000","Meziroční index","IR","110.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Kukuřice krmná (na zrno)","0151101052","Bazický index (2020 = 100)","IZ2020","105.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Kukuřice krmná (na zrno)","0151101052","Meziroční index","IR","110.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ostatní obiloviny","019000","Bazický index (2020 = 100)","IZ2020","108"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ostatní obiloviny","019000","Meziroční index","IR","108.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Tritikale","0191101032","Bazický index (2020 = 100)","IZ2020","108"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Tritikale","0191101032","Meziroční index","IR","108.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Průmyslové plodiny","020000","Bazický index (2020 = 100)","IZ2020","101.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Průmyslové plodiny","020000","Meziroční index","IR","102.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Olejniny","021000","Bazický index (2020 = 100)","IZ2020","101.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Olejniny","021000","Meziroční index","IR","102.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Semeno řepky olejné","0211101210","Bazický index (2020 = 100)","IZ2020","104.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Semeno řepky olejné","0211101210","Meziroční index","IR","105.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Semeno slunečnice","0212101230","Bazický index (2020 = 100)","IZ2020","102"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Semeno slunečnice","0212101230","Meziroční index","IR","117.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Semeno máku","0219101220","Bazický index (2020 = 100)","IZ2020","75.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Semeno máku","0219101220","Meziroční index","IR","69.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Luskoviny","022000","Bazický index (2020 = 100)","IZ2020","109.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Luskoviny","022000","Meziroční index","IR","109.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Hrách krmný","0221101102","Bazický index (2020 = 100)","IZ2020","109.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Hrách krmný","0221101102","Meziroční index","IR","109.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Cukrová řepa","024000","Bazický index (2020 = 100)","IZ2020","98.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Cukrová řepa","024000","Meziroční index","IR","104.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Cukrovka technická","0241101510","Bazický index (2020 = 100)","IZ2020","98.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Cukrovka technická","0241101510","Meziroční index","IR","104.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Krmné plodiny","030000","Bazický index (2020 = 100)","IZ2020","109.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Krmné plodiny","030000","Meziroční index","IR","104.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Zelenina a zahradnické produkty","040000","Bazický index (2020 = 100)","IZ2020","95.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Zelenina a zahradnické produkty","040000","Meziroční index","IR","104.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Čerstvá zelenina","041000","Bazický index (2020 = 100)","IZ2020","95.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Čerstvá zelenina","041000","Meziroční index","IR","104.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ostatní čerstvá zelenina","041900","Bazický index (2020 = 100)","IZ2020","95.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ostatní čerstvá zelenina","041900","Meziroční index","IR","104.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Zelí bílé hlávkové","0419103100","Bazický index (2020 = 100)","IZ2020","82.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Zelí bílé hlávkové","0419103100","Meziroční index","IR","87.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Mrkev bez natě","0419503032","Bazický index (2020 = 100)","IZ2020","105.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Mrkev bez natě","0419503032","Meziroční index","IR","114.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Cibule kuchyňská","0419603172","Bazický index (2020 = 100)","IZ2020","72.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Cibule kuchyňská","0419603172","Meziroční index","IR","79.2"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Celer bez natě","0419993012","Bazický index (2020 = 100)","IZ2020","88.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Celer bez natě","0419993012","Meziroční index","IR","97.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Petržel bez natě","0419993042","Bazický index (2020 = 100)","IZ2020","98.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Petržel bez natě","0419993042","Meziroční index","IR","107.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Brambory (včetně sadby)","050000","Bazický index (2020 = 100)","IZ2020","79.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Brambory (včetně sadby)","050000","Meziroční index","IR","61.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Konzumní brambory","051000","Bazický index (2020 = 100)","IZ2020","73.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Konzumní brambory","051000","Meziroční index","IR","53.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Brambory pozdní konzumní","0512101620","Bazický index (2020 = 100)","IZ2020","73.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Brambory pozdní konzumní","0512101620","Meziroční index","IR","53.1"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Sadba brambor","052000","Bazický index (2020 = 100)","IZ2020","126.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Sadba brambor","052000","Meziroční index","IR","114.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Sadba brambor","0521101640","Bazický index (2020 = 100)","IZ2020","126.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Sadba brambor","0521101640","Meziroční index","IR","114.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ostatní brambory","059000","Bazický index (2020 = 100)","IZ2020","96.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ostatní brambory","059000","Meziroční index","IR","96.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Brambory průmyslové","0591101630","Bazický index (2020 = 100)","IZ2020","96.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Brambory průmyslové","0591101630","Meziroční index","IR","96.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ovoce","060000","Bazický index (2020 = 100)","IZ2020","96"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Ovoce","060000","Meziroční index","IR","112.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Jablka","061100","Bazický index (2020 = 100)","IZ2020","98.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Jablka","061100","Meziroční index","IR","114.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Konzumní jablka","0611102011","Bazický index (2020 = 100)","IZ2020","105.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Konzumní jablka","0611102011","Meziroční index","IR","122.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Průmyslová jablka","0611202012","Bazický index (2020 = 100)","IZ2020","89"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Průmyslová jablka","0611202012","Meziroční index","IR","104.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Stolní hrušky","061200","Bazický index (2020 = 100)","IZ2020","81.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Stolní hrušky","061200","Meziroční index","IR","100.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Hrušky","0612102020","Bazický index (2020 = 100)","IZ2020","81.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Hrušky","0612102020","Meziroční index","IR","100.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Živočišná výroba","130000","Bazický index (2020 = 100)","IZ2020","98.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Živočišná výroba","130000","Meziroční index","IR","93"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Hospodářská zvířata","110000","Bazický index (2020 = 100)","IZ2020","93.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Hospodářská zvířata","110000","Meziroční index","IR","85.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Skot","111000","Bazický index (2020 = 100)","IZ2020","98.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Skot","111000","Meziroční index","IR","96.8"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Skot bez telat","111100","Bazický index (2020 = 100)","IZ2020","98.6"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Skot bez telat","111100","Meziroční index","IR","97"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Býci jateční v živém","1111104110","Bazický index (2020 = 100)","IZ2020","100.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Býci jateční v živém","1111104110","Meziroční index","IR","99.9"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Jalovice jatečné v živém","1111204210","Bazický index (2020 = 100)","IZ2020","97.7"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Jalovice jatečné v živém","1111204210","Meziroční index","IR","94.4"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Krávy jatečné v živém","1111304310","Bazický index (2020 = 100)","IZ2020","96.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Krávy jatečné v živém","1111304310","Meziroční index","IR","94.3"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Telata","111200","Bazický index (2020 = 100)","IZ2020","96.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Telata","111200","Meziroční index","IR","91.5"
"Index cen zemědělských výrobců","6145","Česko","CZ","leden 2021","2021-01K","Telata jatečná v živém","1112104410","Bazický index (2020 = 100)","IZ2020","96.5"
