period,exp12,exp36,household_exp,esi,eurczk_mm,services_l1,import_l2,core_l1,core_l2,core_l12,state,eurczk_mm_x_state,exp12_x_state,import_l2_x_state,mon_2,mon_3,mon_4,mon_5,mon_6,mon_7,mon_8,mon_9,mon_10,mon_11,mon_12
2017-01,2.001875,2.036666666666666,23.4,107.6,-0.0369959304476585,0.1803870121351192,0.7999999999999972,0.5,0.0,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02,2.093723505775168,1.9719045276747635,24.8,106.4,0.0,0.5401866099198127,1.2999999999999972,0.5,0.5,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03,2.024666666666667,1.987142857142857,26.6,104.4,0.0,0.2279387821556566,1.0999999999999943,0.4,0.5,-0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04,2.001338590676004,1.9330770846491951,17.8,107.0,-0.7253886010362587,0.0487329434697647,0.4000000000000057,0.0,0.4,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05,2.0375,1.93125,19.0,105.2,-0.9692812406799978,0.3084916382529501,-0.2000000000000028,0.4,0.0,0.1,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06,2.119884360915258,1.979017566902368,28.4,106.6,-1.1331124830597727,-0.0647458724506222,-0.5999999999999943,0.1,0.4,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07,2.1333333333333333,1.9666666666666663,27.2,106.9,-0.7196436050717736,0.0971817298347943,-1.4000000000000057,0.1,0.1,0.4,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-08,2.137047678269317,1.95975057312228,27.5,108.1,0.1035514305438356,0.1294498381877007,-1.9000000000000057,0.5,0.1,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-09,2.17352284809894,1.9794788767702056,31.7,109.0,-0.0996130416459184,-0.0969618616677214,-1.0999999999999943,0.0,0.5,-0.4,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10,2.154433387342839,2.0456814990628445,27.2,110.7,-1.188878235858093,0.3235198964736341,-0.4000000000000057,-0.3,0.0,0.5,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-11,2.121414452164021,1.9191331257131852,22.8,110.2,-0.8888026392392723,0.1289906481779956,0.2999999999999971,0.4,-0.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-12,2.075176339449619,1.974721020786675,23.2,109.3,0.4346804511278002,-0.0644122383252732,-0.5,-0.1,0.4,0.5,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-01,2.106925495775073,1.9145653881947864,23.0,108.4,-0.7603228447771504,-0.096680631646806,-0.2999999999999971,0.0,-0.1,0.5,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,2.1125000000000003,2.0375,22.2,108.5,-0.522552255225528,0.3387096774193576,0.4000000000000057,0.2,0.0,0.4,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,2.1128671949913747,2.019766089743896,21.6,109.5,0.4344563371381227,0.2732679633499213,-0.5999999999999943,0.4,0.2,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,2.1231868192248937,1.9961975219335573,22.4,109.5,-0.2556136694325306,0.2885540237255624,-0.2999999999999971,0.1,0.4,0.4,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,2.077620506598386,1.9562626690862768,26.6,108.7,1.1039268254218415,0.2877237851662384,0.4000000000000057,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06,2.11133210852135,1.9768750707004623,25.0,108.9,0.5186398377788226,0.239081925406448,0.0,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07,2.1156161988729054,1.9869102170155504,26.3,106.4,0.2521627807735571,0.1749085705199604,1.7000000000000028,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08,2.1770521063347505,2.0059158237678845,28.7,105.7,-0.6152774553053075,0.333333333333341,1.2999999999999972,1.0,0.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-09,2.1472106997916223,1.9947950712732112,34.4,109.3,-0.2920219600513918,0.1423825344091023,0.5999999999999943,0.2,1.0,-0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-10,2.141176470588236,1.9705882352941175,31.0,109.0,0.8200562324273797,0.3475513428120136,-0.0999999999999943,-0.7,0.2,0.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-11,2.1687523713019363,2.0242493154630234,32.0,111.0,0.449298938724918,0.330604534005019,-0.0999999999999943,0.5,-0.7,-0.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12,2.158038088324349,2.0130003734980755,30.2,110.2,-0.4010179686897652,-0.0313823944766866,0.7999999999999972,0.1,0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01,2.121994471484459,2.012840595647403,37.1,108.1,-0.7007355787843506,-0.0470883691728207,0.0999999999999943,0.1,0.1,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02,2.180037761083241,2.0357036005166056,32.8,107.4,0.296307848259203,0.5025125628140836,-1.2999999999999972,0.6,0.1,0.4,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03,2.101499045006278,1.9306592427935547,32.9,106.6,-0.1904761904762075,0.1249999999999973,-0.5999999999999943,0.3,0.6,0.1,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04,2.0623062117511,1.961326359721972,36.1,106.5,0.0038946876460554,0.2808988764045006,0.5,-0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05,2.0089480356823053,1.9216741008976763,37.4,102.9,0.3621918448416972,0.4201680672268892,-0.0999999999999943,0.4,-0.1,0.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06,2.0824633864769564,1.9980399750424305,34.0,102.7,-0.6441598758246014,0.2169533550286928,0.5999999999999943,0.1,0.4,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07,2.0571174323598957,2.0229233227274763,33.9,102.8,-0.2069989064208743,0.0463893613731114,0.2999999999999971,0.3,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-08,2.204949599359182,2.0044035982571264,36.9,103.6,0.9823490274353252,0.2936630602782042,-1.4000000000000057,1.0,0.3,0.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-09,2.2000000000000006,2.021428571428572,35.3,104.3,0.251918455933664,0.0462320850670439,-0.4000000000000057,0.2,1.0,-0.7,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-10,2.27307551693115,2.0060378757214696,33.0,102.5,-0.6494761665442383,0.70856438693776,0.5,-0.9,0.2,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-11,2.340353211292749,2.0054602988450174,33.8,104.5,-0.6576131366979321,0.1682471703885024,0.2999999999999971,0.6,-0.9,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019-12,2.32602022032902,1.9946555776800363,29.7,104.0,-0.1253427340383917,-0.290120629103674,-0.4000000000000057,0.0,0.6,0.1,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-01,2.213121600490312,1.9832680803572025,32.0,102.5,-1.1098909718409322,-0.2297090352220476,-0.2000000000000028,0.1,0.0,0.6,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02,2.2296147813139533,1.9624147741640685,34.2,98.5,-0.6543723973825077,0.6907137375287808,-0.2999999999999971,0.8,0.1,0.3,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03,1.9307692307692308,1.8923076923076925,35.9,96.5,6.0878243512974,0.3506097560975529,-0.7999999999999972,0.7,0.8,-0.1,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04,1.5831421995187325,1.955257430407128,40.3,63.1,2.588899341486361,0.212668995898535,-1.2999999999999972,-0.3,0.7,0.4,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05,1.6230260697336163,1.9241274989908304,49.1,64.1,0.018339874555262,0.1364256480218317,2.9000000000000057,0.2,-0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06,1.6269060606088512,1.9352941176470588,44.9,66.6,-2.1563737714537234,0.2876173175900609,1.7000000000000028,0.7,0.2,0.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07,1.712650239262577,1.96822123224346,37.7,87.8,-0.6559220389805165,0.3018867924528212,-1.0999999999999943,0.5,0.7,1.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-08,1.801731519170399,2.001748886273892,34.7,87.5,-1.2790039615166893,0.1956358164033167,-2.200000000000003,1.2,0.5,0.2,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-09,1.9352941176470588,2.01764705882353,28.8,94.6,2.121073148360475,0.0600781015319906,-0.2999999999999971,0.0,1.2,-0.9,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-10,1.9764705882352944,2.0125,33.2,89.4,1.800082332248043,0.6154308015610788,-1.0999999999999943,-0.8,0.0,0.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-11,2.05625,1.9875000000000005,32.6,82.0,-2.716712006470112,0.0596747724899593,1.9000000000000057,0.5,-0.8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020-12,2.0901323877358102,1.999946087554047,31.0,91.4,-0.5706080187431462,-0.0447293872074094,1.5999999999999943,0.0,0.5,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-01,2.1294117647058823,2.01764705882353,34.6,88.8,-0.6498935846762088,-0.044749403341282,-1.7999999999999972,0.0,0.0,0.8,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,2.184453789759678,1.996358757156776,42.0,91.6,-1.0175586243831414,0.6416952693627742,-0.0999999999999943,0.7,0.0,0.7,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03,2.0638982342041228,2.048580979378998,42.6,86.1,1.1748792270531272,0.2520759193357147,0.2999999999999971,0.3,0.7,-0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04,2.043713087991061,2.0693740702482963,41.6,92.0,-0.9740631804117772,0.2662328057979612,0.4000000000000057,-0.2,0.3,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05,2.206241437951247,2.067603267653645,44.2,96.5,-1.4118191637093047,0.0737571913261403,2.299999999999997,0.3,-0.2,0.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06,2.2058889852794423,2.0842978162835624,49.8,105.3,-0.4069175991861629,0.3832547169811295,0.4000000000000057,0.4,0.3,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07,2.1957826749978104,2.1396126514819875,45.8,98.7,0.7346585998271316,0.3524229074889806,0.0999999999999943,0.9,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08,2.3866666666666663,2.0933333333333333,42.2,96.0,-0.6747006747006679,0.3072870939420546,1.2000000000000028,1.5,0.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09,2.6000000000000005,2.120769230769231,45.7,96.0,-0.3180461755929009,0.4668125455871807,2.4000000000000057,1.0,1.5,-0.8,1.0,-0.3180461755929009,2.6000000000000005,2.4000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-10,2.855555555555555,2.174723491164396,49.1,95.5,0.3860243431677679,0.5953245244663563,0.2999999999999971,0.2,1.0,0.5,1.0,0.3860243431677679,2.855555555555555,0.2999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-11,3.599999999999999,2.1900000000000004,56.4,94.0,-0.3335295271728489,0.2020785219399634,1.4000000000000057,1.3,0.2,0.0,1.0,-0.3335295271728489,3.599999999999999,1.4000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-12,3.8106149381280687,2.2176614050167283,48.1,95.1,-0.5629921259842408,0.6626332469028995,2.5999999999999943,1.1,1.3,0.0,1.0,-0.5629921259842408,3.8106149381280687,2.5999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01,3.2498206648505588,2.1952850905695924,51.7,96.7,-3.1199271489092184,0.2003434459072917,0.7999999999999972,0.8,1.1,0.7,1.0,-3.1199271489092184,3.2498206648505588,0.7999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02,2.974281771012195,2.165121689143296,47.4,102.1,-0.1226041113245424,1.5852613538988702,0.7999999999999972,1.7,0.8,0.3,1.0,-0.1226041113245424,2.974281771012195,0.7999999999999972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03,4.505555555555556,2.152777777777778,69.5,90.4,2.3282458365726955,0.9278785322648586,-0.5999999999999943,0.9,1.7,-0.2,1.0,2.3282458365726955,4.505555555555556,-0.5999999999999943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04,4.744241959104099,2.206677589537,58.9,94.6,-2.283269353806772,0.9332776152667588,1.5,0.7,0.9,0.3,1.0,-2.283269353806772,4.744241959104099,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05,4.979909209677256,2.2822521251219072,57.8,97.5,1.2726603101853806,1.3386696108197649,7.0,1.5,0.7,0.4,1.0,1.2726603101853806,4.979909209677256,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06,5.971428571428571,2.4714285714285715,49.1,95.4,-0.1171811863584948,1.1575650279177507,-0.2999999999999971,1.4,1.5,0.9,1.0,-0.1171811863584948,5.971428571428571,-0.2999999999999971,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07,6.192437535430851,2.493553219110106,47.9,91.4,-0.5744568955054818,0.7404415724286517,2.0999999999999943,1.5,1.4,1.5,1.0,-0.5744568955054818,6.192437535430851,2.0999999999999943,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08,6.678915947233751,2.492763687866703,40.3,88.1,-0.0366196036945098,0.7750902044634689,1.4000000000000057,1.6,1.5,1.0,1.0,-0.0366196036945098,6.678915947233751,1.4000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-09,6.678571428571429,2.757142857142857,36.2,89.6,0.0203516769781808,0.5702161517040283,2.700000000000003,0.9,1.6,0.2,1.0,0.0203516769781808,6.678571428571429,2.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-10,6.153333333333332,2.6733333333333333,39.7,84.1,-0.1668497944898872,1.595464135021074,2.5999999999999943,0.3,0.9,1.3,1.0,-0.1668497944898872,6.153333333333332,2.5999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11,7.257215951922228,2.4941438252617383,32.7,83.5,-0.6725909016794374,0.7916937053860984,-2.0,1.2,0.3,1.1,1.0,-0.6725909016794374,7.257215951922228,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-12,6.950086338946699,2.7293101434226057,27.2,84.4,-0.4021832806664904,0.4635591037857489,-2.200000000000003,0.4,1.2,0.8,1.0,-0.4021832806664904,6.950086338946699,-2.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01,4.844167190370386,2.588339164264576,18.3,89.3,-1.2814701883060664,0.3204306588054484,-1.7999999999999972,0.4,0.4,1.7,1.0,-1.2814701883060664,4.844167190370386,-1.7999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02,3.801970840073033,2.6785060059238357,19.6,92.5,-1.0267968945654848,1.4309441676248813,-0.7999999999999972,0.8,0.4,0.9,1.0,-1.0267968945654848,3.801970840073033,-0.7999999999999972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03,3.7486333949577872,2.555459071301628,13.8,92.5,-0.1223009446693623,0.6298022420959892,-2.0,0.7,0.8,0.7,1.0,-0.1223009446693623,3.7486333949577872,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04,3.5158823529411767,2.649411764705883,3.8,90.1,-1.034497318751848,0.6634121917636682,-1.5,0.2,0.7,1.5,1.0,-1.034497318751848,3.5158823529411767,-1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05,3.2333333333333334,2.5000000000000004,7.2,87.5,0.7082515573001213,0.6093011688634631,-0.9000000000000057,0.2,0.2,1.4,1.0,0.7082515573001213,3.2333333333333334,-0.9000000000000057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06,3.095500066545308,2.454050708067561,9.7,82.4,0.3897644467039551,0.3213447039920991,-2.9000000000000057,0.1,0.2,1.5,1.0,0.3897644467039551,3.095500066545308,-2.9000000000000057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07,3.055123297348288,2.5010504378730745,9.4,85.5,0.8693450371370703,0.3079955648638721,-0.7000000000000028,0.5,0.1,1.6,1.0,0.8693450371370703,3.055123297348288,-0.7000000000000028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-08,2.6966451474122146,2.386571558079074,6.9,91.6,0.8785875658940512,0.1965119135347359,-0.0999999999999943,1.0,0.5,0.9,1.0,0.8785875658940512,2.6966451474122146,-0.0999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-09,2.6502239983604508,2.3858311906649674,11.3,86.3,1.1405109489051268,0.2451581269919067,0.0999999999999943,0.2,1.0,0.3,1.0,1.1405109489051268,2.6502239983604508,0.0999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-10,2.809385807242581,2.346942301776078,11.8,90.6,0.816008529134371,0.9048667155783896,1.2999999999999972,-0.6,0.2,1.2,1.0,0.816008529134371,2.809385807242581,1.2999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-11,2.8331505698505577,2.320964221702869,17.8,89.6,-0.3945334743349793,0.1696558410082538,2.0,0.3,-0.6,0.4,1.0,-0.3945334743349793,2.8331505698505577,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-12,2.8948657369134443,2.3469284406569533,19.7,92.2,-0.0245007962758836,0.0120977498185181,0.7999999999999972,0.1,0.3,0.4,1.0,-0.0245007962758836,2.8948657369134443,0.7999999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01,2.491974612413918,2.26393639169507,13.6,91.3,0.9516807580770336,0.0725777186403764,-1.0,0.0,0.1,0.8,1.0,0.9516807580770336,2.491974612413918,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02,2.3726466806988147,2.25256730249681,8.2,89.4,2.0877164589739428,0.9670010878762404,-1.2000000000000028,0.2,0.0,0.7,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03,2.098125930182532,2.1996468968025438,6.7,92.3,0.2298668357641142,0.6464743206033852,0.2999999999999971,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04,2.247058823529412,2.188235294117647,0.4,92.7,-0.0395413206801031,0.4282145830855288,1.2999999999999972,0.1,0.5,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05,2.174317315269544,2.1575602180234625,5.4,93.9,-1.8750000000000044,0.414544593154087,0.4000000000000057,0.1,0.1,0.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06,2.1798812847246025,2.1538760074971464,12.0,96.3,-0.1088446343626592,0.3538570417551234,0.4000000000000057,0.1,0.1,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07,2.110374884931264,2.0846629222074866,16.9,94.9,2.122765244763713,0.2233192289609942,-1.4000000000000057,0.1,0.1,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08,2.108131835768416,2.15162609319596,20.8,92.1,-0.4979253112033288,0.3635510730620295,0.0999999999999943,1.1,0.1,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-09,2.1562500000000004,2.125,18.3,97.5,-0.3177250883672822,0.0934797849965196,1.7999999999999972,0.2,1.1,-0.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10,2.2342866862716697,2.158823529411765,18.8,93.9,0.7769233834017397,1.7044127947700272,-0.2999999999999971,-0.7,0.2,0.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-11,2.1783648137762457,2.1391966164417964,26.9,96.4,0.0316280540839652,0.1721763085399397,-0.5999999999999943,0.4,-0.7,0.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-12,2.2666666666666666,2.1733333333333333,24.5,97.7,-0.6521223618686234,-0.0572934570872041,1.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-01,2.2812500000000004,2.1375,25.6,96.4,0.0994549866730309,-0.0573263013070479,0.7999999999999972,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02,2.23125,2.14375,23.7,98.5,-0.3417852316985881,0.7227257083859184,-0.2000000000000028,0.5,0.0,0.5,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03,2.293333333333333,2.16,26.5,100.4,-0.2911150103684812,0.6947608200455369,0.5999999999999943,0.5,0.5,0.1,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04,2.1823529411764704,2.111764705882353,33.1,95.5,0.1479822421309506,0.1696640651509984,-0.2999999999999971,0.0,0.5,0.1,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05,2.142857142857143,2.092857142857143,25.4,101.3,-0.4672523961661401,0.304878048780477,-1.0999999999999943,0.2,0.0,0.1,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06,2.1468750000000005,2.1125,22.7,98.5,-0.4694458933515166,0.5403579871664954,-1.0999999999999943,0.2,0.2,0.1,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07,2.2142857142857144,2.1392857142857147,26.0,97.9,-0.7296621785052082,0.2015451797111156,-0.7000000000000028,0.3,0.2,1.1,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
